Reviews,Sentiment,NormalizedReviews
aik taraf ap hain aur aik taraf saray courrpt leader par jeet ap ki hi ho gi inshallah,1.0,aik taraf ap hy aur aik taraf saray courrpt leader par jeet ap ki hy ho gi inshallah
plz sir . is corrupt election ko pahli tke karawan hai... #first to stop corrupt election,1.0,plz sir . is corrupt election ko pahli tke karawan hy... #first to stop corrupt election
khan shb jb take ap sarko p nae niklo gay ya watan thk  nae ho ga,-1.0,khan shb jb take ap sarko p ny niklo gye yeh watan thk  ny ho ga
khan shab kpk jo aapky mna jeety hain unsy bolo awam ma jahen nhi to next halat kharab hain,0.0,khan shab kpk jo aapky mna jeety hy unsy bolo awam main jahen nhi to next haalat kharab hy
sari siasat app ki tweet ir facbok ki had tak ha.....,-1.0,sari siasat app ki tweet ir facbok ki had tak hy.....
"pmln election jeetny k k liye kissi ko kafir, yahoodi, tu kiya apny maan baap sy zina bhi karny ko tayar ho jaye gain",-1.0,"pmln election jeetny k k liye kissi ko kafir, yahoodi, tu kya apny maan baap say zina bhi karny ko tayar ho jaye gain"
"ke uc ke elections hone ko hain per pti ke cadidates theek select nhi ho rahe unki worth nhi hai,uc-94",-1.0,"ke uc ke elections hone ko hy par pti ke cadidates theek select nhi ho rhy unki worth nhi hy,uc-94"
pti ka members apny hi party ka members ka sath fraud kar rahe hai aur apny members ko support nahi karti.,-1.0,pti ka members apny hy party ka members ka sath fraud kr rhy hy aur apny members ko support nahi karti.
sir kindly najam sethi logo ko sharam dilain wapas aain izzat v kisi chez da nam ay,-1.0,sir kindly najam sethi logo ko sharam dilain wapas aain izzat v kisi chez dain nam ay
aeh mujahiday watan hain teray sath hum.....,1.0,aeh mujahiday watan hy teray sath hum.....
sb ko pkre jo jo b corpet ha kisi ko b nhi chourna pti darna nhi,-1.0,sab ko pkre jo jo bhi corpet hy kisi ko bhi nhi chourna pti dharna nhi
"wasim bhai maf ker do , allah ko hazar nazar jaan ker bian do",1.0,"wasim bhai maf kr do , allah ko hazar nazar jaan kr bian do"
"ja jhoti dokha baz ,qwp sherpao k minister ko q nhe arrest keya oun pr tu case b nhe banaya hi.aur perviz khtk pr case  q nhi.",-1.0,"ja jhoti dhoka baz ,qwp sherpao k minister ko q nhe arrest kya oun pr tu case bhi nhe banaya hy.aur perviz khtk pr case  q nhi."
lmran khan shb mi rahim yar khan hum ap k sath hai,1.0,lmran khan shb mi rahim yar khan hum ap k sath hy
khan we r wd patwari bhonkty rhen ge inki adat hy haram inko hazm nhi hota ya khudgharz log hain,-1.0,khan we r wd patwari bhonkty rhen gi inki adat hy haram inko hazm nhi hota yeh khudgharz log hy
khan shb ab is rag ko alapna chr dn aur koi kam bhe kr ln... agla election ap kpk main ni jeet skty.sirf peshawar main jtn ge.,-1.0,khan shb ab is rag ko alapna chr dn aur koi kaam bhi kr ln... agla election ap kpk main nai jeet skty.sirf peshawar main jtn gi.
govt zameen pe qabzy start he pory ka pora gravyard seal ho chukka he,-1.0,govt zameen pe qabzy start hy pory ka pora gravyard seal ho chukka hy
charsadda ke graveyard ke ander china cutting wala kam start he abhi bhi,0.0,charsadda ke graveyard ke ander china cutting wala kaam start hy abi bhi
rajjar or charsadda city anp ke mpa ke records check karin hr month ummra karny jatin he haram paiso pe,-1.0,rajjar aur charsadda city anp ke mpa ke records check karin hr month ummra karny jatin hy haram paiso pe
sir anp ke log jis ke pass rent ke paisy nahi ty aaj arabin villa style home bana rahin he  yaqeen nahi to,-1.0,sir anp ke log jis ke pass rent ke paisy nahi ty aaj arabin villa style home bana rahin hy  yaqeen nahi to
allah ap ko izat de ap ne koom ko jagaya,1.0,allah ap ko izat dain ap ny koom ko jagaya
mr.waseem aap ko nawaz kee corruption nahin nazar aati.ya andhey ho?,-1.0,mr.waseem aap ko nawaz kee corruption nahin nazar aati.yeh andhey ho?
barra kaam ker diya hy ... ik tum boht barry rangbaaz ho,-1.0,barra kaam kr diya hy ... ik tum boht barry rangbaaz ho
"apki nazar main tu sherpao aur uan ki minister b saff hogae hi jhoti khan ,kb tk awam ko bewaqof banvoge.munhosssssss",-1.0,"apki nazar main tu sherpao aur uan ki minister bhi saff hogae hy jhoti khan ,kub tk awam ko bewaquf banvoge.munhosssssss"
"apka minister tu arrest hi,sub ko pata hi k illegal mining perviz khtk kr rha hi.likn ap khamosh ho",-1.0,"apka minister tu arrest hy,sab ko pata hy k illegal mining perviz khtk kr rha hy.likn ap khamosh ho"
khan sahab ap ko awaam na kaam kertay daikhna k liya voot diya ha,-1.0,khan sahab ap ko awaam ny kaam kertay daikhna k liya voot diya hy
khan sahab hum ap ko kpk ma kaam kertay daikhna chahtay hain,1.0,khan sahab hum ap ko kpk main kaam kertay daikhna chahtay hy
2014 bura raha aur inshallah 2015 b bura rahay ga imran khan kay liya,-1.0,2014 bura rha aur inshallah 2015 bhi bura rha ga imran khan kay liya
imran khan ky lie acha nai gurzra or 2016 b un ki harkaton py munhasar hy,-1.0,imran khan ky lie acha nai gurzra aur 2016 bhi un ki harkaton py munhasar hy
"2005 imran khan  k liay zilat bhara  saal raha, specially karachi sy jo zilat in ko mili hy woh yaad rakhny wali hy",-1.0,"2005 imran khan  k liay zilat bhara  saal rha, specially karachi say jo zilat in ko mili hy woh yaad rakhny wali hy"
mir sb khan sb ki stugral acchi ha,-1.0,mir sab khan sab ki stugral acchi hy
"2k15 to boht bura rha khan s ka lia lakin 2k16 inshallah khushio ka satj nai bahbi bhi lay ga,",1.0,"2k15 to boht bura rha khan s ka lia lakin 2k16 inshallah khushio ka satj nai bahbi bhi lay ga,"
khan k liay bilkul bhi acha nahi tha.,-1.0,khan k liay bilkul bhi acha nahi tha.
imran khan ko 2014 kuch kuch khas nhe laga mgr ane wala sal 2015 umeed se aacha ho ga,1.0,imran khan ko 2014 kuch kuch khas nhe laga mgr ane wala sal 2015 umeed se aacha ho ga
yeh sal kia khan sab ki sari umar he asye guzri hay kis kis batain .achy social worker hain aur bout he bury siasatdan.,-1.0,yeh sal kia khan sab ki sari umar hy asye guzri hy kiss kiss batain .achy social worker hy aur bout hy bury siasatdan.
dr asim k hospital mai terrorst ka ilaj haram to niazi k hospital mai taliban treatmnt kaisay halal,-1.0,dr asim k hospital mai terrorst ka ilaj haram to niazi k hospital mai taliban treatmnt kaisay halal
2014 acha ne rha ......2015 may b acha ho........,1.0,2014 acha ny rha ......2015 may bhi acha ho........
bura raha,-1.0,bura rha
tum jese waris mir k harami pile k tu bohat acha raha. uska jawb nai dena????,-1.0,tum jese waris mir k harami pile k tu bohat acha rha. uska jawb nai dena????
ik brehman ny kaha hy ky yeh saal acha hy'',1.0,ik brehman ny kaha hy ky yeh saal acha hy''
acha lm khan keley,1.0,acha lm khan keley
bht zalalaat ka saaal tha imran sb k lye ...,-1.0,bht zalalaat ka saaal tha imran sab k lye ...
aysy hi rota rahe ga,-1.0,aysy hy rota rhy ga
insha allah bohat acha ho ga new year,1.0,insha allah bohat acha ho ga new year
imran khan jetni baten achie karte hain kash k utna amal bhi acha kren future main.,1.0,imran khan jetni baten achie karte hy kash k utna amal bhi acha kren future main.
allah karay ya sal khan sab k leiy bahot sari khushiyan lay k aaiy ameen,1.0,allah karay yeh sal khan sab k leiy bahot sari khushiyan lay k aaiy ameen
2015 imran khan k lye bahut acha hoga,1.0,2015 imran khan k lye bahut acha hoga
agly hakomat imran khan ki hogi,0.0,agly hakomat imran khan ki hogi
imran khan ho chahye ka kpk ko model soba banae,0.0,imran khan ho chahye ka kpk ko model soba banae
khan shb k liye acha rha aur agay b inshaallah acha rahe ga.gud luck ik and pakistan,1.0,khan shb k liye acha rha aur agay bhi inshaallah acha rhy ga.gud luck ik and pakistan
in sha allah ik 2015 mai pak key hero hongey.i wish,1.0,in sha allah ik 2015 mai pak key hero hongey.i wish
imran khan ke lye bahut acha hoga,1.0,imran khan ke lye bahut acha hoga
imran khan aur pakistan kai liye buhut acha hoga inshallah,1.0,imran khan aur pakistan kai liye buhut acha hoga inshallah
in sha allah imran khan k liye kamyabiyoon ko saal sabit hoga.,1.0,in sha allah imran khan k liye kamyabiyoon ko saal sabit hoga.
ik ke liay bura raha hu laikin pakistanio ko aik aur shaukat khanum mila,-1.0,ik ke liay bura rha hu laikin pakistanio ko aik aur shaukat khanum mila
"bura ta, laiken aik shaukat khanum aur namal ke waja sy behtareen hogaya.",0.0,"bura ta, laiken aik shaukat khanum aur namal ke waja say behtareen hogaya."
imran khan ka koi mustakbil nai hai 2015 mein b,-1.0,imran khan ka koi mustakbil nai hy 2015 main bhi
2014 ik ke liye kaafi had tak acha tha lekin ham dua kartey hai key 2015 khan saab kilye buhut xyda acha hu aur pti waalo kilye,1.0,2014 ik ke liye kaafi had tak acha tha lekin hum dua kartey hy key 2015 khan saab kilye buhut xyda acha hu aur pti waalo kilye
agar khan sab 2014 wali ghalti na duhraye tu acha warna. ..,1.0,agar khan sab 2014 wali ghalti ny duhraye tu acha warna. ..
imran khan aur pakistan kai liye bohut acha hoga inshallah,1.0,imran khan aur pakistan kai liye bohut acha hoga inshallah
"khan sb ka lia bura tha lakin 2016 khushio ka sath nai bahbi bhi lay ga inshallah,",0.0,"khan sab ka lia bura tha lakin 2016 khushio ka sath nai bahbi bhi lay ga inshallah,"
bht acha raha inshallah ya is sy b zyda acha ho ga,1.0,bht acha rha inshallah yeh is say bhi zyda acha ho ga
ne khan ko har pehloo dekhaaya,0.0,ny khan ko har pehloo dekhaaya
inshallah ya saal imran khan ka laya acha raha ga,1.0,inshallah yeh saal imran khan ka laya acha rha ga
bht accha hoga inshaallah,1.0,bht accha hoga inshaallah
bohat acha raha bcz his struggle got further momentum,1.0,bohat acha rha bcz his struggle got further momentum
behtar hota aap yeh swall hamidmir sb k liay krtay.mulk k liay 2014 mein ik ka role aap behtar jantay hn.2015 pakistan ka saal.,1.0,behtar hota aap yeh swall hamidmir sab k liay krtay.mulk k liay 2014 main ik ka role aap behtar jantay hy.2015 pakistan ka saal.
bhat bora sabt hoa,-1.0,bhat bora sabt hoa
our asa bhai zeda bora ho gay inshaallah,-1.0,aur asa bhai zeda bora ho gye inshaallah
agar khan sahb apni adaat sai baaz ajain tau 2015 behtar hoskta,1.0,agar khan sahb apni hidayat sai baaz ajain tau 2015 behtar hoskta
qasour sal ka nahi imran ka hain.,0.0,qasour sal ka nahi imran ka hy.
boht acha ho ha inshallah,1.0,boht acha ho hy inshallah
khan sab ne aap k program main yeh tou zaror kaha ho gaa 2015 election ka saal ha? :p,0.0,khan sab ny aap k program main yeh to zaror kaha ho ga 2015 election ka saal hy? :p
xiada acha nahi rha. 2015 mei apni syasi ghaltiyoun se seekhna chahiye.,-1.0,xiada acha nahi rha. 2015 mei apni syasi ghaltiyoun se seekhna chahiye.
in sha allah bht acha hogha,1.0,in sha allah bht acha hogha
kisi ko zaleel karne ki soche go to khud hi zaleel ho ga is saal bhi,-1.0,kisi ko zaleel karne ki soche go to khud hy zaleel ho ga is saal bhi
aik or zillat bhara sal for ik,-1.0,aik aur zillat bhara sal for ik
inn kay liya 2018 bhi 2013 jaisa he hu ga,0.0,inn kay liya 2018 bhi 2013 jaisa hy hu ga
.sh.rasheed sahib pamist hain wo he ik ka haath deykh kr jawab dy sekty hain.,0.0,.sh.rasheed sahib pamist hy wo hy ik ka haath deykh kr jawab de sekty hy.
in sha allah issi saal b hamesha ki tara zalil ho ga,-1.0,in sha allah issi saal bhi hamesha ki tara zaleel ho ga
politics k hawala se intihai bura ho ga..,-1.0,politics k hawala se intihai bura ho ga..
kch acha ni aur 2015 bht acha acha ho ga.,0.0,kuch acha nai aur 2015 bht acha acha ho ga.
is insan par mazeed bura hoga,-1.0,is insan par mazeed bura hoga
jnb ab ap ko lifafa maani mental se time pe mil rha hai shayd,0.0,jnb ab ap ko lifafa maani mental se time pe mil rha hy shayd
balovhistan me kia rang laega kia koi umeed h chain se 2016 me yah sirf larhti rhegi armi .,0.0,balovhistan main kia rang laega kia koi umeed hy chain se 2016 main yeh sirf larhti rhegi armi .
ppp khly bht muskal saal hoga,-1.0,ppp khly bht muskal saal hoga
inshallah 2016 imran khan k liye kamyab tareen sal ho ga,1.0,inshallah 2016 imran khan k liye kamyab tareen sal ho ga
inshallah achay leader my lia acha ho ga,1.0,inshallah achay leader my lia acha ho ga
inshaallah 2016 bahot behter hoga imran khan k liye,1.0,inshaallah 2016 bahot behtar hoga imran khan k liye
inshalah bohat acha hoga,1.0,inshalah bohat acha hoga
imran k leyeh 2021 k bad kuch acha hoga,1.0,imran k leyeh 2021 k bad kuch acha hoga
lodhran k result k baad acha hony ki umeed ha.,1.0,lodhran k result k baad acha honey ki umeed hy.
jeet haq ki hogi,1.0,jeet haq ki hogi
"asal main baat yeh hai, kuuti k putar, kis ki ollad",-1.0,"asal main baat yeh hy, kuuti k putar, kiss ki ollad"
"koi sharam hoti hai, koi haya hoti hai. gareeb bacho ka budget flyover ma laga diya",0.0,"koi sharam hoti hy, koi haya hoti hy. gareeb bacho ka budget flyover main laga diya"
maa'm phir aik aisa dhoondain app k liye,0.0,maa'm phr aik aisa dhoondain app k liye
apnay liye dhondiye na ak kaali west indian.jo kaam dosron k liye pehlay apnay liy,0.0,apnay liye dhondiye ny ak kaali west indian.jo kaam dosron k liye pehlay apnay liy
yah tu app ny khud admit kr lia kah app racist hain ;-),-1.0,yeh tu app ny khud admit kr lia kah app racist hy ;-)
"kala habshi kisi ne nahi dekhna, sirf us ki car dekhni hai bus",-1.0,"kala habshi kisi ny nahi dekhna, sirf us ki car dekhni hy bus"
samia yh ap he ho sath bethi dulhy ky,0.0,samia yeh ap hy ho sath bethi dulhy ky
pyar waqai andha hota ha,-1.0,pyar waqai andha hota hy
love to love hota h na rang dekha jata h na dolat :-),0.0,love to love hota hy ny rang dekha jata hy ny dolat :-)
bichara lakda...  zindagi bhar taunts bardasht karay ga. ????,-1.0,bechara lakda...  zindagi bhar taunts bardasht karay ga. ????
zahir he dulhn ne kuch dekh kr hi hami bhari ho gi,1.0,zahir hy dulhn ny kuch dekh kr hy hami bhari ho gi
"kaali ramgat pe na pasandeedgi, kalay dhan wala prefrable",-1.0,"kaali ramgat pe naapasandeedgi, kalay dain wala prefrable"
mir sab nawaz bhari hay islamabad par,0.0,mir sab nawaz bhari hy islamabad par
"aamen,,, allah karim apna raham farmae",1.0,"ameen,,, allah kareem apna raham farmaish"
ab to mujhe bhi lagta hai ki ye sab pakistaniyo ke gunaho ki saza hai.,-1.0,ab to mujhe bhi lagta hy ki yeh sab pakistaniyo ke gunaho ki saza hy.
allah pak kher kerray ga......,1.0,allah pak kher kerray ga......
aap jaisey shafat mein hon to  yahi ho ga. khudara north ko zalzalon sey bachayain. lifafafey thukra kay,0.0,aap jaisey shafat main ho to  yehe ho ga. khudara north ko zalzalon say bachayain. lifafafey thukra kay
mr hamid iwana tak with u i face som prblm,0.0,mr hamid iwana tak with you i face som prblm
bhai akhar kab show karein gay meray shohar ko,0.0,bhai akhar kub show karein gye meray shohar ko
islmbd walo abi thak time ha toba kr lo...,-1.0,islmbd walo abi thak time hy toba kr lo...
"mir sb logon ko larwana chor do, hae hae nahee ho gi phir! lol allah allah karo mir jee.",1.0,"mir sab logon ko larwana chor do, hae hae nahee ho gi phr! lol allah allah karo mir jee."
allah pak sub ko salamat rakhe .ameen,1.0,allah pak sab ko salamat rakhe .ameen
allah to khyr he chahta hy insan ki. insano k ammal he is trah k hen k allah ko gusa ata hy nainsafiyan azab e ilahe ko bulaty,-1.0,allah to khyr hy chahta hy insan ki. insano k ammal hy is trah k hy k allah ko gusa ata hy nainsafiyan aazab e elahi ko bulaty
allah pak sab ko hifzo amaan mei rakhay.ameen,1.0,allah pak sab ko hifzo aman mei rakhay.ameen
ulma e ahlesunnat baar baar yeh keh rahe hain allah k azaab se daro mumtaz qadri ko riha karo...,-1.0,ulma e ahlesunnat baar baar yeh keh rhy hy allah k aazab se daro mumtaz qadri ko riha karo...
allah pak reham karain. aamen,1.0,allah pak raham karain. ameen
hum se pehli qomon par azab is lye aya ke waha taqatwaron ka ehtisaab ni hota tha. rape cases in punjab. legalising tax thieves,-1.0,hum se pehli qomon par aazab is lye aya ke waha taqatwaron ka ehtisaab nai hota tha. rape cases in punjab. legalising tax thieves
jab tak molana aziz or lashkare jhangvi k leader ko khatam nai kya jaga khuda ka atab ata rahay ga,-1.0,jb tak molana aziz aur lashkare jhangvi k leader ko khatam nai kya jaga khuda ka atab ata rha ga
allah tamaam logon ko apni amaan mein rakhy,1.0,allah tamaam logon ko apni aman main rakhy
khuda zameen sa gaya nahi ha,1.0,khuda zameen sa gya nahi hy
ya allah baysharmo ko earthquake say bhi nahi dar lagta. larki kay sath zanabilgabar hua . larki ka kasoor hai,-1.0,yeh allah baysharmo ko earthquake say bhi nahi dar lagta. larki kay sath zanabilgabar hova . larki ka kasur hy
allah se mafii mangoo,1.0,allah se muaafi mangoo
yeh to kpk key cm ki taqreer ki shorouaat hein,0.0,yeh to kpk key cm ki taqreer ki shorouaat hein
"sir jee bakee ""khair haiy""? kya",1.0,"sir jee bakee ""khair hy""? kya"
dear dukh hota hai jab aapka lecture suna balochon ke bare main.samghao in punjabion ko bhai hiran bhe mrne pr ladne lgta h,-1.0,dear dukh hota hy jb aapka lecture suna balochon ke bare main.samghao in punjabion ko bhai hiran bhi mrne pr ladne lgta hy
allah sab ko mafoz rake,1.0,allah sab ko mafoz rake
ab mat bolna modi ne karaya,-1.0,ab mat bolna modi ny karaya
zaror toney he gas mari hogi,-1.0,zaror toney hy gas mari hogi
no khair bro ur dirty paki r attack on pathankot. but dr jat bhai i lk u and ur journalism.khair kare khuda.,0.0,no khair bro ur dirty paki r attack on pathankot. but dr jat bhai i lk you and ur journalism.khair kare khuda.
aameen allah hum sb ki hifazat farmae. #my proud h mir,1.0,ameen allah hum sab ki hifazat farmaish. #my proud hy mir
"zalzala, geo per news chali, log kalma taiba ka wird kerty hoyay bahir nikle ayay, khabr khatm,phir wohi ads,duniyawi mohabat?",1.0,"zalzala, jeo par news chalta, log kalma taiba ka wird kerty hoyay bahir nikle ayay, khabr khatm,phr wohi ads,duniyawi mohabbat?"
"earthquake sy zameen hilti hy,log nahi hilty, wo ussi tarah beyiman hain, jhoot bolty hain,political ldrs ko tu ehsas bhi nahi",-1.0,"earthquake say zameen hilti hy,log nahi hilty, wo ussi tarah beyiman hy, jhoot bolty hy,political ldrs ko tu ehsas bhi nahi"
"ajtamahi dua mangi jayay, allah sy muafi mangein, aap electronic/social media use ker ky logon sy toba kernay ka keh sakty hain",1.0,"ajtamahi dua mangi jayay, allah say muaafi mangein, aap electronic/social media use kr ky logon say toba kernay ka keh sakty hy"
ameen. allah apna raham nazal farmaye,1.0,ameen. allah apna raham nazal farmaish
hor karo buray kaam!..allah ki pakar me ae ge saray!.. allah ham pe rahem kre! ameen,0.0,hor karo buray kaam!..allah ki paikar main ai gi saray!.. allah hum pe rahem kre! ameen
aoa  sir ap sy request hai keh shahbaz shareef sb ko kail karain keh sb govt servant k up garadion hony chay na sirf clerks k,0.0,aoa  sir ap say request hy keh shahbaz shareef sab ko kail karain keh sab govt servant k up garadion honey chay ny sirf clerks k
allah ko yad karna hai magar tweet bhi karni hai..,0.0,allah ko yad karna hy magar tweet bhi karni hy..
"allah pak sab pakistanyon ko apni aman main rakhe, and hamid bhai app per allah special karam farmae. aameen",1.0,"allah pak sab pakistanyon ko apni aman main rakhe, and hamid bhai app par allah special karam farmaish. ameen"
ap kero to ishaq ham kerain to....,1.0,ap kero to ishaq hum kerain to....
axha really to kb be izti krany aaon,-1.0,axha really to kub be izti krany aaon
qadam barhaoo hum apke saath hai,1.0,qadam barhaoo hum apke saath hy
kadam bharhao imran khan awam ap k sath hai,1.0,kadam bharhao imran khan awam ap k sath hy
khan sahb ap mere leader hai lekin ap real tabdeeli lye jis ki ap bat krty kpk me,0.0,khan sahb ap mere leader hy lekin ap real tabdeeli lye jis ki ap bat krty kpk main
hamesha bachoo k tarah rota rehta hai,-1.0,hamesha bachoo k tarah rota rehta hy
ohhhh pleasee #niazi zabtaikhlaq ki khilaaaf wrzi ki  gaii h ap k jalsay maiii,-1.0,ohhhh pleasee #niazi zabtaikhlaq ki khilaaf wrzi ki  gaii hy ap k jalsay maiii
woh ghalat karen tw main kiun na karun,-1.0,woh ghalat karen tw main kiun ny karun
sir imran khan sb log aap sy peyar krty han mgr aap ke salaction pa etraz ha hm ko,0.0,sir imran khan sab log aap say peyar krty hy mgr aap ke salaction pa etraz hy hum ko
isb k election k liye tariq fazal choudhary ko minister bna diya...munafqat ki intha ha....,-1.0,isb k election k liye tariq fazal choudhary ko minister bna diya...munafqat ki intha hy....
qadam barhao imran khan sindh ap k sath he,1.0,qadam barhao imran khan sindh ap k sath hy
khan ko rokna mushkil hi nahi..,1.0,khan ko rokna mushkil hy nahi..
na-mumkin hai..,-1.0,ny-mumkin hy..
sir aap governmen taxes pr baat nhi krty nawaz government itny taxes lga rhi hy her cheez pr,-1.0,sir aap governmen taxes pr baat nhi krty nawaz government itny taxes lga rhi hy her cheez pr
ye koi itna bra issue nhi hai..jis ko discuss kiya jai #voj,1.0,yeh koi itna bra issue nhi hy..jis ko discuss kya jai #voj
imran ab.. kbhi to is tweetr ka peecha chorr do yar... her wakttt i lagy rehty ho,0.0,imran ab.. kbhi to is tweetr ka peecha chorr do yar... her wakttt i lagy rehty ho
in ko yahin dunia main hi hisaaab dena paray ga inshallah.,0.0,in ko yahin dunia main hy hisaab dena paray ga inshallah.
ap muhlay ki  kisi b shadi me nach lain frak nhi parta pr dushman ki shadi pe bhangra dalain tu farak parta hy,-1.0,ap muhlay ki  kisi bhi shadi main nach lain frak nhi parta pr dushman ki shadi pe bhangra dalain tu farq parta hy
shahrukh khan and aamir khan ne ho kaha such kaha.,1.0,shahrukh khan and aamir khan ny ho kaha such kaha.
nhe g kisi qism ka farq nhe parha jo jana chahta hy wo ja sakta hy.,-1.0,nhe g kisi qism ka farq nhe parha jo jana chahta hy wo ja sakta hy.
ya zaida matter ni krta,1.0,yeh zaida matter nai krta
"india ka bus challay to hum sab ko apni citizenship dey day, #pakista occupy karkey. adnan sami jaisay beghairat abhi kum hein",-1.0,"india ka bus challay to hum sab ko apni citizenship dain dain, #pakista occupy karkey. adnan sami jaisay beghairat abi kum hein"
jo indian nationality par fakhar mehsoos kar rha ha,1.0,jo indian nationality par fakhar mehsoos kr rha hy
gandi gali k gandey kiday aisey hi hoty hai,-1.0,gandi gaali k gandey kiday aisey hy hotay hy
"sir, koi asar nhi paray ga. albatta adnan sami khan sahb bewafa kehlain gy. jis dharti ne unko pala, nam dia us se bewafai??",-1.0,"sir, koi asar nhi paray ga. albatta adnan sami khan sahb bewafa kehlain gye. jis dharti ny unko palaa, nam dia us se bewafai??"
"bull fighting,boxing aur wrestling jese khoni khelon per mukammal pabandi lagadi jai",-1.0,"bull fighting,boxing aur wrestling jese khooni khelon par mukammal pabandi lagadi jai"
meri yeh samajh mein nahi aaraha k adnan sami jese lalchi  bhagoron ko itni ahmiyet kiun di jarahi hai..,-1.0,meri yeh samajh main nahi aaraha k adnan sami jese lalchi  bhagoron ko itni ahmiyet kiun di jarahi hy..
onka ziker bhi nahi kerna chahiye,-1.0,onka zikr bhi nahi kerna chahiye
iss ka koi asar nai hona chaye kisi pe b nai,-1.0,iss ka koi asar nai hona chaye kisi pe bhi nai
ya shb b koi miltry man lgta hn,0.0,yeh shb bhi koi miltry man lgta hy
prani bat he kute ka nam bhi na lo ab koi or btera bhi ure ga is k pechay,-1.0,prani bat hy cute ka nam bhi ny lo ab koi aur btera bhi ure ga is k pechay
adna sami ko india hi rakh ly.ham naya phula lengay.,0.0,adna sami ko india hy rakh lye.hum naya phula lengay.
kuch b asar nhe hua,-1.0,kuch bhi asar nhe hova
"achaa ya bura asar koi nahi parhna, he's not such important personality for us now",-1.0,"acha yeh bura asar koi nahi parhna, hy's not such important personality for us now"
"mere khyal se agar adnan sami ko ignore kar diya jaey to bahtar hoga, q k is shakhs ko pakistan se zyada india se mohabbat hai",1.0,"mere khayal se agar adnan sami ko ignore kr diya jaey to bahtar hoga, q k is shakhs ko pakistan se zyada india se mohabbat hy"
kuch asar nai pary gay..,-1.0,kuch asar nai pary gye..
plz rep want to talk to u hamid bhai,0.0,plz rep want to talk to you hamid bhai
"jis ko pak ki zarurat nahi, pak ko or hamain us ki zarurat nahi.",-1.0,"jis ko pak ki zarurat nahi, pak ko aur hamain us ki zarurat nahi."
adnan sami ki waga say koi asar nhi pary ga,-1.0,adnan sami ki waga say koi asar nhi pary ga
dhobi ka kuta ghar ka na ghaat ka.... adnan sami ki yehi halat h0ni he ab,-1.0,dhobi ka kuta ghair ka ny ghaat ka.... adnan sami ki yehe haalat h0ni hy ab
pak india s eska taluk kya....,0.0,pak india s eska taluk kya....
adnaan sami khan ki pakistan mein koi ahemiat nahi hai,-1.0,adnaan sami khan ki pakistan main koi ahemiat nahi hy
adnan sami na bht bura kiya,-1.0,adnan sami ny bht bura kya
jo apne ap se agai nikalne ki koshish krta hai wo mou ki khata hai,-1.0,jo apne ap se agai nikalne ki koshish krta hy wo mou ki khata hy
mera khyal hai k har kisi ko haq hai,0.0,mera khayal hy k har kisi ko haq hy
adnan sami ko barati sheriat mila pak .barath taloqat par koi farq ni pahrega,-1.0,adnan sami ko barati sheriat mila pak .barath taloqat par koi farq nai pahrega
koi asar nhi pary ga,-1.0,koi asar nhi pary ga
adnaan sami khan ki india mein kaya pechaan hai usey koi nahi janta na iss se koi fariq parta hai,-1.0,adnaan sami khan ki india main kaya pechaan hy usey koi nahi janta ny iss se koi fariq parta hy
khas kum jahan pak.,0.0,khas kum jahan pak.
adnan sami ko wahan aik din zaroor zillat mili ge.,-1.0,adnan sami ko wahan aik din zaroor zillat mili gi.
acha asar parega. mulk say thra wazan kam hua,1.0,acha asar parega. mulk say thra wazan kaam hova
koi faraq ni paraa,-1.0,koi farq nai paraa
adnan ji kabi geo pr aoo na,0.0,adnan ji kabi jeo pr aoo ny
"aser ka tu nhi pta ,pakistan pak zaroor ho gia ha",0.0,"aser ka tu nhi pta ,pakistan pak zaroor ho gia hy"
super start aamir khan country chor gia q k wo safe nai to adnan nay kia soch k step lia hairat hai,-1.0,super start aamir khan country chor gia q k wo safe nai to adnan ny kia soch k step lia hairat hy
mir sab bachoon jaisay sawal kar k khud ko sharminda mat kareen,1.0,mir sab bachoon jaisay sawal kr k khud ko sharminda mat kareen
us ki mrzi mgr the way he used is really nasty,-1.0,us ki mrzi mgr thi way hy used is really nasty
kuch khas fark nahi parega,-1.0,kuch khas farq nahi parega
is tarah agar hallat bahtar hoty to aab acter song waly india my hoty,1.0,is tarah agar haalat bahtar hotay to aab acter song waly india my hotay
"come on mir sb aur bhe gham hain zamane me ""adnan sami"" ke siwa",-1.0,"come on mir sab aur bhi gham hy zamane main ""adnan sami"" ke siwa"
na acha va bora ...kon adnan samii ...kya haseyat ....?,0.0,ny acha va bora ...kon adnan samii ...kya hesiyat ....?
ap awam ki baat suntay hain phir meri baat ka jwab kiyo nahi daytay ap,-1.0,ap awam ki baat suntay hy phr meri baat ka jwab kiyo nahi daytay ap
hamid bhai abhi tak meray shohar ka kuch pata nahi chala bachay buhat rootay hain apne baap k liye,-1.0,hamid bhai abi tak meray shohar ka kuch pata nahi chalta bachay buhat rootay hy apne baap k liye
ya adnan sammi jan kaun hai?,0.0,yeh adnan sammi jaan kaun hy?
adnaan aur veena malik jayson ki pakistan me koi jagha nai,-1.0,adnaan aur veena malik jayson ki pakistan main koi jagha nai
koi aur program nai mila. saly,-1.0,koi aur program nai mila. saly
begerat baap ki kanjar aulad,-1.0,begerat baap ki kanjar aulad
